created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,ADC,Pressure_hpa,IAQ,PM2.5_ATM_ug/m3
2021-01-01 00:00:00 UTC,22.94,48.56,55.89,17856,0.02,1005.67,,43.71
2021-01-01 00:10:00 UTC,22.43,48.15,55.14,17889.6,0.02,1005.78,,43.58
2021-01-01 00:20:00 UTC,24.61,51.37,58.44,17766.4,0.02,1005.72,,45.45
2021-01-01 00:30:00 UTC,25.9,53.38,62.3,18024,0.02,1005.68,,46.62
2021-01-01 00:40:00 UTC,29.24,58.99,68.48,17990.4,0.02,1005.66,,49.65
2021-01-01 00:50:00 UTC,32.36,63.48,73.41,17996.8,0.02,1005.73,,52.12
2021-01-01 01:00:00 UTC,28.2,55.21,63.9,17608,0.02,1005.73,,47.69
2021-01-01 01:10:00 UTC,27.59,51.8,59.02,17956.8,0.02,1005.56,,45.9
2021-01-01 01:20:00 UTC,25.69,49.97,58.45,17934.4,0.02,1005.54,,44.96
2021-01-01 01:30:00 UTC,26.64,52.5,59.55,18024,0.02,1005.64,,46.42
2021-01-01 01:40:00 UTC,38.09,76.26,90.68,18158.4,0.02,1005.68,,60.36
2021-01-01 01:50:00 UTC,26.31,51.65,60.06,18024,0.02,1005.68,,45.74
2021-01-01 02:00:00 UTC,30.6,57.9,66.85,17990.4,0.02,1005.79,,49.18
2021-01-01 02:10:00 UTC,41.54,76.87,87.01,18024,0.02,1005.98,,58.65
2021-01-01 02:20:00 UTC,37.02,69.3,79.21,17956.8,0.02,1005.74,,55
2021-01-01 02:30:00 UTC,37.52,72.15,83.63,17078.4,0.02,1005.75,,56.67
2021-01-01 02:40:00 UTC,36.9,71.33,82.21,17990.4,0.02,1005.73,,56.26
2021-01-01 02:50:00 UTC,38.36,73.68,84.4,17923.2,0.02,1005.71,,56.98
2021-01-01 03:00:00 UTC,35.27,68.08,78.18,18057.6,0.02,1005.4,,54.67
2021-01-01 03:10:00 UTC,34.21,67.53,76.78,17889.6,0.02,1005.53,,54.42
2021-01-01 03:20:00 UTC,38.11,74.08,85.6,17956.8,0.02,1005.79,,57.22
2021-01-01 03:30:00 UTC,38.02,74.17,86.35,18057.6,0.02,1006.11,,57.19
2021-01-01 03:40:00 UTC,35.78,70.84,82.04,18030.4,0.02,1005.95,,55.72
2021-01-01 03:50:00 UTC,36.97,72.23,84.05,18057.6,0.02,1005.12,,56.26
2021-01-01 04:00:00 UTC,36.35,71.33,82.43,18057.6,0.02,1005.64,,55.79
2021-01-01 04:10:00 UTC,33.34,67.68,77.34,18124.8,0.02,1005.6,,54.2
2021-01-01 04:20:00 UTC,53.48,100.42,116.18,17923.2,0.02,1005.53,,72.25
2021-01-01 04:30:00 UTC,40.24,76.4,88.09,18091.2,0.02,1005.65,,57.44
2021-01-01 04:40:00 UTC,28.86,58.99,66.57,18057.6,0.02,1005.63,,49.6
2021-01-01 04:50:00 UTC,23.5,47.02,54.71,18003.2,0.02,1005.64,,42.24
2021-01-01 05:00:00 UTC,17.55,36.84,42.76,18024,0.02,1005.26,,36.22
2021-01-01 05:10:00 UTC,19.98,40.05,46.04,17990.4,0.02,1005.69,,38.76
2021-01-01 05:20:00 UTC,19.85,40.07,46.33,17856,0.02,1005.67,,38.79
2021-01-01 05:30:00 UTC,19.57,39.09,45.95,17923.2,0.02,1005.62,,37.88
2021-01-01 05:40:00 UTC,19.68,40.61,46.87,17889.6,0.02,1005.91,,39.02
2021-01-01 05:50:00 UTC,20.17,41.3,47.08,17889.6,0.02,1006.02,,39.49
2021-01-01 06:00:00 UTC,22.93,44.18,50.79,17856,0.02,1005.88,,41.3
2021-01-01 06:10:00 UTC,20.67,42.4,48.61,18001.6,0.02,1005.63,,40.21
2021-01-01 06:20:00 UTC,20.98,43.37,49.07,17822.4,0.02,1005.33,,40.99
2021-01-01 06:30:00 UTC,22.25,44.51,51.5,17956.8,0.02,1005.08,,41.58
2021-01-01 06:40:00 UTC,20.52,42.05,48.27,17889.6,0.02,1004.8,,40.02
2021-01-01 06:50:00 UTC,19.8,40.54,46.82,17923.2,0.02,1004.47,,39.07
2021-01-01 07:00:00 UTC,20.45,42.34,49.42,17889.6,0.02,1004.39,,40.14
2021-01-01 07:10:00 UTC,19.88,41.54,48.09,17923.2,0.02,1004.21,,39.65
2021-01-01 07:20:00 UTC,19.3,40.54,46.06,18024,0.02,1004.19,,38.89
2021-01-01 07:30:00 UTC,19.37,40.98,46.38,17889.6,0.02,1004.21,,39.15
2021-01-01 07:40:00 UTC,19.49,41.78,48.4,17923.2,0.02,1004.35,,39.69
2021-01-01 07:50:00 UTC,18.86,39.42,45.44,17956.8,0.02,1004.27,,38.34
2021-01-01 08:00:00 UTC,19.26,38.42,44.61,17889.6,0.02,1004.37,,37.31
2021-01-01 08:10:00 UTC,19.54,40.03,45.36,17956.8,0.02,1004.31,,38.7
2021-01-01 08:20:00 UTC,19.42,40.35,45.33,17856,0.02,1004.17,,38.93
2021-01-01 08:30:00 UTC,19.37,39.99,46.26,17856,0.02,1003.98,,38.73
2021-01-01 08:40:00 UTC,19.69,38.51,44.1,17990.4,0.02,1003.76,,37.49
2021-01-01 08:50:00 UTC,19.46,39.37,44.46,17889.6,0.02,1003.34,,38.05
2021-01-01 09:00:00 UTC,19.54,39.34,45.33,17856,0.02,1003.33,,38.06
2021-01-01 09:10:00 UTC,19.52,40.5,47.49,17889.6,0.02,1003.48,,38.92
2021-01-01 09:20:00 UTC,20.07,40.29,46.15,17889.6,0.02,1003.42,,38.71
2021-01-01 09:30:00 UTC,21.07,42.87,48.65,18057.6,0.02,1003.54,,40.39
2021-01-01 09:40:00 UTC,20.46,43.41,49.36,17889.6,0.02,1003.96,,40.8
2021-01-01 09:50:00 UTC,19.88,41.72,47.44,17889.6,0.02,1004.16,,39.82
2021-01-01 10:00:00 UTC,20.25,41.77,48.52,17889.6,0.02,1003.93,,40.08
2021-01-01 10:10:00 UTC,21.65,44.86,53.04,17923.2,0.02,1003.91,,42.05
2021-01-01 10:20:00 UTC,21,44.27,50.56,17822.4,0.02,1003.67,,41.45
2021-01-01 10:30:00 UTC,21.75,46.1,53.23,17923.2,0.02,1003.56,,42.59
2021-01-01 10:40:00 UTC,21.92,47.01,54.44,17889.6,0.02,1003.17,,43.3
2021-01-01 10:50:00 UTC,21.74,47.33,56.21,17889.6,0.02,1003.1,,43.44
2021-01-01 11:00:00 UTC,22.09,48.45,56.41,17889.6,0.02,1002.62,,44.14
2021-01-01 11:10:00 UTC,22.64,47.93,57.12,17889.6,0.02,1002.18,,43.77
2021-01-01 11:20:00 UTC,22.43,46.43,53.59,17822.4,0.02,1001.55,,42.78
2021-01-01 11:30:00 UTC,21.49,45.6,51.68,17856,0.02,1001.17,,42.1
2021-01-01 11:40:00 UTC,21.5,44.19,51.39,17990.4,0.02,1000.71,,41.29
2021-01-01 11:50:00 UTC,21.1,44.04,51.66,17956.8,0.02,1000.44,,41.17
2021-01-01 12:00:00 UTC,21.21,44.37,50.62,17856,0.02,1000.08,,41.35
2021-01-01 12:10:00 UTC,21.12,44.05,51.3,17889.6,0.02,1000.25,,41.08
2021-01-01 12:20:00 UTC,20.95,43.27,49.66,17822.4,0.02,1000.16,,40.56
2021-01-01 12:30:00 UTC,40.05,63.86,70.76,17856,0.02,1000.09,,51.72
2021-01-01 12:40:00 UTC,40.05,63.9,70.21,17923.2,0.02,999.93,,51.88
2021-01-01 12:50:00 UTC,45.56,68.34,74.47,17856,0.02,999.59,,54.05
2021-01-01 13:00:00 UTC,48.45,72.06,77.85,17956.8,0.02,999.72,,55.51
2021-01-01 13:10:00 UTC,40,62.82,68.59,17889.6,0.02,1000.28,,51.25
2021-01-01 13:20:00 UTC,37.45,60.69,66.22,17822.4,0.02,1000.25,,49.95
2021-01-01 13:30:00 UTC,31.57,54.26,60.38,17856,0.02,1000.32,,46.42
2021-01-01 13:40:00 UTC,29.14,51.77,57.35,17889.6,0.02,999.94,,45.24
2021-01-01 13:50:00 UTC,27.86,51.09,55.92,17856,0.02,999.21,,44.94
2021-01-01 14:00:00 UTC,29.98,52.53,57.8,17956.8,0.02,998.96,,45.7
2021-01-01 14:10:00 UTC,28.93,51.16,57.14,17889.6,0.02,998.52,,44.86
2021-01-01 14:20:00 UTC,26.24,48.87,54.15,17896,0.02,998.44,,43.67
2021-01-01 14:30:00 UTC,26.65,48.22,54.08,17956.8,0.02,998.26,,43.13
2021-01-01 14:40:00 UTC,25.4,46.31,52.17,18024,0.02,998.05,,42
2021-01-01 14:50:00 UTC,25.85,47.52,53.94,17889.6,0.02,998.14,,42.76
2021-01-01 15:00:00 UTC,24.93,47.58,53.05,17923.2,0.02,998.49,,42.74
2021-01-01 15:10:00 UTC,23.93,45.76,52.5,17856,0.02,998.42,,41.71
2021-01-01 15:20:00 UTC,23.58,45.14,50.62,17856,0.02,997.9,,41.41
2021-01-01 15:30:00 UTC,20.9,42.79,49.12,17956.8,0.02,997.75,,40.09
2021-01-01 15:40:00 UTC,32.35,53.06,58.03,17990.4,0.02,997.5,,45.62
2021-01-01 15:50:00 UTC,22.41,44.06,50.32,17956.8,0.02,997.23,,40.69
2021-01-01 16:00:00 UTC,21.59,44.06,49.49,17990.4,0.02,997.34,,40.73
2021-01-01 16:10:00 UTC,20.81,43.34,48.44,18001.6,0.02,997.64,,40.29
2021-01-01 16:20:00 UTC,19.43,40.58,45.78,17956.8,0.02,997.29,,38.62
2021-01-01 16:30:00 UTC,19.45,41.29,46.15,17889.6,0.02,997.16,,39.04
2021-01-01 16:40:00 UTC,19.58,41.01,46.39,17923.2,0.02,996.88,,38.91
2021-01-01 16:50:00 UTC,19.42,39.69,45.16,18024,0.02,996.41,,37.87
2021-01-01 17:00:00 UTC,19.04,39.91,45.13,17856,0.02,995.96,,38.13
2021-01-01 17:10:00 UTC,18.99,39.75,45.28,17889.6,0.02,995.65,,38.08
2021-01-01 17:20:00 UTC,20.2,41.57,46.63,17862.4,0.02,995.38,,39.3
2021-01-01 17:30:00 UTC,23.53,44.56,49.81,17889.6,0.02,994.88,,40.94
2021-01-01 17:40:00 UTC,27.38,48.93,55.42,18024,0.02,994.45,,43.67
2021-01-01 17:50:00 UTC,39.49,62.17,68.36,17923.2,0.02,993.95,,51.11
2021-01-01 18:00:00 UTC,47.13,68.93,75.56,18057.6,0.02,992.2,,53.81
2021-01-01 18:10:00 UTC,19.35,40.93,46.93,18001.6,0.02,991.05,,39.43
2021-01-01 18:20:00 UTC,19.38,38.76,44.58,18696,0.02,991.57,,37.84
2021-01-01 18:30:00 UTC,18.94,40.18,46.72,17054,0.02,990.94,,38.98
2021-01-01 18:40:00 UTC,18.21,38.33,45.15,18104,0.02,991.3,,37.52
2021-01-01 18:50:00 UTC,19.29,41.87,48.74,18030.4,0.02,991.02,,39.87
2021-01-01 19:00:00 UTC,18.54,40.06,46.24,17203.2,0.02,990.63,,38.59
2021-01-01 19:10:00 UTC,18.89,40.27,46.25,8424,0.02,990.35,,38.93
2021-01-01 19:20:00 UTC,19.76,41.38,46.94,17732,0.02,989.86,,39.45
2021-01-01 19:30:00 UTC,25.68,47.23,52.92,17934.4,0.02,989.44,,42.44
2021-01-01 19:40:00 UTC,36.45,58.56,64.26,17766.4,0.02,989.76,,48.9
2021-01-01 19:50:00 UTC,34.9,55.76,61.12,17856,0.02,989.72,,47.7
2021-01-01 20:00:00 UTC,32.63,52.72,57.31,17889.6,0.02,989.62,,45.77
2021-01-01 20:10:00 UTC,30.16,49.31,54.04,17923.2,0.02,989.69,,44.07
2021-01-01 20:20:00 UTC,28.88,48.41,53.65,17990.4,0.02,989.36,,43.42
2021-01-01 20:30:00 UTC,30.81,50.74,56.12,17889.6,0.02,988.97,,44.74
2021-01-01 20:40:00 UTC,33.63,54.46,59.49,17923.2,0.02,988.79,,47.15
2021-01-01 20:50:00 UTC,31.78,53.4,58.82,17889.6,0.02,989.11,,46.39
2021-01-01 21:00:00 UTC,30.84,52.22,57.9,17923.2,0.02,988.7,,45.85
2021-01-01 21:10:00 UTC,32.61,53.53,59.08,17956.8,0.02,988.42,,46.63
2021-01-01 21:20:00 UTC,30.56,50.22,55.66,17923.2,0.02,988.29,,44.59
2021-01-01 21:30:00 UTC,31.6,50.53,56.14,17923.2,0.02,988.1,,44.69
2021-01-01 21:40:00 UTC,28.78,47.84,52.54,17856,0.02,987.95,,43.04
2021-01-01 21:50:00 UTC,28.79,48.16,52.52,17889.6,0.02,987.9,,42.96
2021-01-01 22:00:00 UTC,29.61,48.74,53.7,17956.8,0.02,987.63,,43.38
2021-01-01 22:10:00 UTC,31.79,50.68,55.39,17856,0.02,987.67,,44.51
2021-01-01 22:20:00 UTC,32.25,50.64,55.38,17934.4,0.02,987.54,,44.34
2021-01-01 22:30:00 UTC,30.06,48.09,52.53,17889.6,0.02,987.41,,42.8
2021-01-01 22:40:00 UTC,24.85,42.7,46.7,17822.4,0.02,987.46,,39.39
2021-01-01 22:50:00 UTC,29.51,46.95,51.77,17889.6,0.02,987.51,,42.13
2021-01-01 23:00:00 UTC,24.94,42.2,46.14,17856,0.02,987.63,,39.03
2021-01-01 23:10:00 UTC,27.32,44.99,49.49,17956.8,0.02,987.77,,40.83
2021-01-01 23:20:00 UTC,24.02,41.4,46.24,17923.2,0.02,987.82,,38.77
2021-01-01 23:30:00 UTC,22.7,40.01,44.91,17856,0.02,988.01,,37.33
2021-01-01 23:40:00 UTC,20.31,36.56,41.04,17856,0.02,988.17,,35.62
2021-01-01 23:50:00 UTC,16.88,33.27,37.4,17923.2,0.02,988.27,,33.09